Il,Ilce,Urun Adi,Verim (Kg/Dekar),Ortalama Sicaklik,Maksimal Sicaklik,Minimal Sicaklik,Ortalama Bagil Nem,Yagis Miktari,Yagisli Gun Sayisi,Guneslenme Saati,Atmosfer Basinci,Rakim
KARS,AKYAKA,Bugday (Diger) Sulu,   220,6.63,12.7,0.68,67.17,61.58,8.75,8.49,84.623,1477.0
KARS,ARPACAY,Bugday (Durum) Kuru,   150,5.87,11.67,0.31,69.83,60.25,8.67,7.8,82.403,1695.0
KARS,ARPACAY,Bugday (Durum) Sulu,   220,5.87,11.67,0.31,69.83,60.25,8.67,7.8,82.403,1695.0
KARS,ARPACAY,Bugday (Diger) Kuru,   150,5.87,11.67,0.31,69.83,60.25,8.67,7.8,82.403,1695.0
KARS,ARPACAY,Bugday (Diger) Sulu,   220,5.87,11.67,0.31,69.83,60.25,8.67,7.8,82.403,1695.0
KARS,DIGOR,Bugday (Durum) Kuru,   150,4.82,10.95,-1.38,64.33,54.67,7.58,8.93,82.998,1636.0
KARS,DIGOR,Bugday (Durum) Sulu,   220,4.82,10.95,-1.38,64.33,54.67,7.58,8.93,82.998,1636.0
KARS,DIGOR,Bugday (Diger) Kuru,   150,4.82,10.95,-1.38,64.33,54.67,7.58,8.93,82.998,1636.0
KARS,DIGOR,Bugday (Diger) Sulu,   220,4.82,10.95,-1.38,64.33,54.67,7.58,8.93,82.998,1636.0
KARS,KAGIZMAN,Bugday (Durum) Kuru,   160,7.52,12.83,2.27,60.75,64.92,8.75,8.0,81.673,1768.0
KARS,KAGIZMAN,Bugday (Durum) Sulu,   220,7.52,12.83,2.27,60.75,64.92,8.75,8.0,81.673,1768.0
KARS,KAGIZMAN,Bugday (Diger) Kuru,   160,7.52,12.83,2.27,60.75,64.92,8.75,8.0,81.673,1768.0
KARS,KAGIZMAN,Bugday (Diger) Sulu,   220,7.52,12.83,2.27,60.75,64.92,8.75,8.0,81.673,1768.0
KARS,SARIKAMIS,Bugday (Durum) Kuru,   110,3.61,8.99,-1.63,67.33,68.08,8.5,7.77,78.749,2067.0
KARS,SARIKAMIS,Bugday (Durum) Sulu,   200,3.61,8.99,-1.63,67.33,68.08,8.5,7.77,78.749,2067.0
KARS,SARIKAMIS,Bugday (Diger) Kuru,   110,3.61,8.99,-1.63,67.33,68.08,8.5,7.77,78.749,2067.0
KARS,SARIKAMIS,Bugday (Diger) Sulu,   200,3.61,8.99,-1.63,67.33,68.08,8.5,7.77,78.749,2067.0
KARS,SELIM,Bugday (Durum) Kuru,   150,5.62,11.17,0.38,68.83,68.25,9.0,7.5,80.841,1852.0
KARS,SELIM,Bugday (Durum) Sulu,   220,5.62,11.17,0.38,68.83,68.25,9.0,7.5,80.841,1852.0
KARS,SELIM,Bugday (Diger) Kuru,   150,5.62,11.17,0.38,68.83,68.25,9.0,7.5,80.841,1852.0
KARS,SELIM,Bugday (Diger) Sulu,   220,5.62,11.17,0.38,68.83,68.25,9.0,7.5,80.841,1852.0
KARS,SUSUZ,Bugday (Durum) Kuru,   150,4.36,10.09,-1.01,70.67,60.25,8.67,7.8,81.803,1755.0
KARS,SUSUZ,Bugday (Durum) Sulu,   220,4.36,10.09,-1.01,70.67,60.25,8.67,7.8,81.803,1755.0
KARS,SUSUZ,Bugday (Diger) Kuru,   150,4.36,10.09,-1.01,70.67,60.25,8.67,7.8,81.803,1755.0
KARS,SUSUZ,Bugday (Diger) Sulu,   220,4.36,10.09,-1.01,70.67,60.25,8.67,7.8,81.803,1755.0
KASTAMONU,MERKEZ,Bugday (Durum) Kuru,   160,10.28,15.6,5.34,65.33,55.58,7.92,7.9,92.086,784.0
KASTAMONU,MERKEZ,Bugday (Durum) Sulu,   250,10.28,15.6,5.34,65.33,55.58,7.92,7.9,92.086,784.0
KASTAMONU,MERKEZ,Bugday (Diger) Kuru,   160,10.28,15.6,5.34,65.33,55.58,7.92,7.9,92.086,784.0
KASTAMONU,MERKEZ,Bugday (Diger) Sulu,   250,10.28,15.6,5.34,65.33,55.58,7.92,7.9,92.086,784.0
KASTAMONU,ABANA,Bugday (Durum) Kuru,   125,10.88,13.55,7.86,76.25,87.0,8.33,8.71,101.239,7.0
KASTAMONU,ABANA,Bugday (Durum) Sulu,   200,10.88,13.55,7.86,76.25,87.0,8.33,8.71,101.239,7.0
KASTAMONU,ABANA,Bugday (Diger) Kuru,   125,10.88,13.55,7.86,76.25,87.0,8.33,8.71,101.239,7.0
KASTAMONU,ABANA,Bugday (Diger) Sulu,   200,10.88,13.55,7.86,76.25,87.0,8.33,8.71,101.239,7.0
KASTAMONU,AGLI,Bugday (Durum) Kuru,   125,7.78,12.63,3.16,76.58,96.08,9.5,7.68,87.927,1163.0
KASTAMONU,AGLI,Bugday (Durum) Sulu,   200,7.78,12.63,3.16,76.58,96.08,9.5,7.68,87.927,1163.0
KASTAMONU,AGLI,Bugday (Diger) Kuru,   125,7.78,12.63,3.16,76.58,96.08,9.5,7.68,87.927,1163.0
KASTAMONU,AGLI,Bugday (Diger) Sulu,   200,7.78,12.63,3.16,76.58,96.08,9.5,7.68,87.927,1163.0
KASTAMONU,ARAC,Bugday (Durum) Kuru,   200,9.24,14.57,3.92,66.42,57.25,7.75,7.91,92.785,722.0
KASTAMONU,ARAC,Bugday (Durum) Sulu,   250,9.24,14.57,3.92,66.42,57.25,7.75,7.91,92.785,722.0
KASTAMONU,ARAC,Bugday (Diger) Kuru,   200,9.24,14.57,3.92,66.42,57.25,7.75,7.91,92.785,722.0
KASTAMONU,ARAC,Bugday (Diger) Sulu,   250,9.24,14.57,3.92,66.42,57.25,7.75,7.91,92.785,722.0
KASTAMONU,AZDAVAY,Bugday (Durum) Kuru,   110,8.94,13.87,4.2,74.58,97.5,9.17,7.73,90.66,912.0
KASTAMONU,AZDAVAY,Bugday (Durum) Sulu,   180,8.94,13.87,4.2,74.58,97.5,9.17,7.73,90.66,912.0
KASTAMONU,AZDAVAY,Bugday (Diger) Kuru,   110,8.94,13.87,4.2,74.58,97.5,9.17,7.73,90.66,912.0
KASTAMONU,AZDAVAY,Bugday (Diger) Sulu,   180,8.94,13.87,4.2,74.58,97.5,9.17,7.73,90.66,912.0
KASTAMONU,BOZKURT,Bugday (Durum) Kuru,   125,10.88,13.55,7.86,76.25,111.17,8.33,8.71,100.967,29.0
KASTAMONU,BOZKURT,Bugday (Durum) Sulu,   200,10.88,13.55,7.86,76.25,111.17,8.33,8.71,100.967,29.0
KASTAMONU,BOZKURT,Bugday (Diger) Kuru,   125,10.88,13.55,7.86,76.25,111.17,8.33,8.71,100.967,29.0
KASTAMONU,BOZKURT,Bugday (Diger) Sulu,   200,10.88,13.55,7.86,76.25,111.17,8.33,8.71,100.967,29.0
KASTAMONU,CIDE,Bugday (Durum) Kuru,   200,10.95,14.85,6.94,77.67,79.0,7.67,8.62,101.004,26.0
KASTAMONU,CIDE,Bugday (Durum) Sulu,   250,10.95,14.85,6.94,77.67,79.0,7.67,8.62,101.004,26.0
KASTAMONU,CIDE,Bugday (Diger) Kuru,   200,10.95,14.85,6.94,77.67,79.0,7.67,8.62,101.004,26.0
KASTAMONU,CIDE,Bugday (Diger) Sulu,   250,10.95,14.85,6.94,77.67,79.0,7.67,8.62,101.004,26.0
KASTAMONU,CATALZEYTIN,Bugday (Durum) Kuru,   180,11.63,14.29,8.6,75.83,85.25,8.25,8.76,101.251,6.0
KASTAMONU,CATALZEYTIN,Bugday (Durum) Sulu,   230,11.63,14.29,8.6,75.83,85.25,8.25,8.76,101.251,6.0
KASTAMONU,CATALZEYTIN,Bugday (Diger) Kuru,   180,11.63,14.29,8.6,75.83,85.25,8.25,8.76,101.251,6.0
KASTAMONU,CATALZEYTIN,Bugday (Diger) Sulu,   230,11.63,14.29,8.6,75.83,85.25,8.25,8.76,101.251,6.0
KASTAMONU,DADAY,Bugday (Durum) Kuru,   150,8.8,13.84,4.12,70.08,64.17,8.33,7.72,91.114,871.0
KASTAMONU,DADAY,Bugday (Durum) Sulu,   230,8.8,13.84,4.12,70.08,64.17,8.33,7.72,91.114,871.0
KASTAMONU,DADAY,Bugday (Diger) Kuru,   150,8.8,13.84,4.12,70.08,64.17,8.33,7.72,91.114,871.0
KASTAMONU,DADAY,Bugday (Diger) Sulu,   230,8.8,13.84,4.12,70.08,64.17,8.33,7.72,91.114,871.0
KASTAMONU,DEVREKANI,Bugday (Durum) Kuru,   160,8.89,13.84,4.28,71.58,55.58,7.92,7.9,88.897,1073.0
KASTAMONU,DEVREKANI,Bugday (Durum) Sulu,   230,8.89,13.84,4.28,71.58,55.58,7.92,7.9,88.897,1073.0
KASTAMONU,DEVREKANI,Bugday (Diger) Kuru,   160,8.89,13.84,4.28,71.58,55.58,7.92,7.9,88.897,1073.0
KASTAMONU,DEVREKANI,Bugday (Diger) Sulu,   230,8.89,13.84,4.28,71.58,55.58,7.92,7.9,88.897,1073.0
KASTAMONU,DOGANYURT,Bugday (Durum) Kuru,   120,10.57,13.21,7.64,75.58,87.67,7.92,8.59,101.276,4.0
KASTAMONU,DOGANYURT,Bugday (Durum) Sulu,   230,10.57,13.21,7.64,75.58,87.67,7.92,8.59,101.276,4.0
KASTAMONU,DOGANYURT,Bugday (Diger) Kuru,   120,10.57,13.21,7.64,75.58,87.67,7.92,8.59,101.276,4.0
KASTAMONU,DOGANYURT,Bugday (Diger) Sulu,   230,10.57,13.21,7.64,75.58,87.67,7.92,8.59,101.276,4.0
KASTAMONU,HANONU,Bugday (Durum) Kuru,   140,10.13,14.82,5.63,72.25,98.08,10.08,7.49,95.985,444.0
KASTAMONU,HANONU,Bugday (Durum) Sulu,   200,10.13,14.82,5.63,72.25,98.08,10.08,7.49,95.985,444.0
KASTAMONU,HANONU,Bugday (Diger) Kuru,   140,10.13,14.82,5.63,72.25,98.08,10.08,7.49,95.985,444.0
KASTAMONU,HANONU,Bugday (Diger) Sulu,   200,10.13,14.82,5.63,72.25,98.08,10.08,7.49,95.985,444.0
KASTAMONU,IHSANGAZI,Bugday (Durum) Kuru,   160,8.32,13.48,3.32,67.33,66.25,8.17,7.8,87.296,1222.0
KASTAMONU,IHSANGAZI,Bugday (Durum) Sulu,   230,8.32,13.48,3.32,67.33,66.25,8.17,7.8,87.296,1222.0
KASTAMONU,IHSANGAZI,Bugday (Diger) Kuru,   160,8.32,13.48,3.32,67.33,66.25,8.17,7.8,87.296,1222.0
KASTAMONU,IHSANGAZI,Bugday (Diger) Sulu,   230,8.32,13.48,3.32,67.33,66.25,8.17,7.8,87.296,1222.0
KASTAMONU,INEBOLU,Bugday (Durum) Kuru,   140,10.85,13.56,7.88,76.08,88.33,8.33,8.64,97.804,290.0
KASTAMONU,INEBOLU,Bugday (Durum) Sulu,   220,10.85,13.56,7.88,76.08,88.33,8.33,8.64,97.804,290.0
KASTAMONU,INEBOLU,Bugday (Diger) Kuru,   140,10.85,13.56,7.88,76.08,88.33,8.33,8.64,97.804,290.0
KASTAMONU,INEBOLU,Bugday (Diger) Sulu,   220,10.85,13.56,7.88,76.08,88.33,8.33,8.64,97.804,290.0
KASTAMONU,KURE,Bugday (Durum) Kuru,   160,8.09,11.97,4.24,77.17,96.17,9.75,7.62,88.152,1142.0
KASTAMONU,KURE,Bugday (Durum) Sulu,   230,8.09,11.97,4.24,77.17,96.17,9.75,7.62,88.152,1142.0
KASTAMONU,KURE,Bugday (Diger) Kuru,   160,8.09,11.97,4.24,77.17,96.17,9.75,7.62,88.152,1142.0
KASTAMONU,KURE,Bugday (Diger) Sulu,   230,8.09,11.97,4.24,77.17,96.17,9.75,7.62,88.152,1142.0
KASTAMONU,PINARBASI,Bugday (Durum) Kuru,   120,9.48,14.49,4.5,75.42,78.75,8.83,7.69,93.501,659.0
KASTAMONU,PINARBASI,Bugday (Durum) Sulu,   230,9.48,14.49,4.5,75.42,78.75,8.83,7.69,93.501,659.0
KASTAMONU,PINARBASI,Bugday (Diger) Kuru,   120,9.48,14.49,4.5,75.42,78.75,8.83,7.69,93.501,659.0
KASTAMONU,PINARBASI,Bugday (Diger) Sulu,   230,9.48,14.49,4.5,75.42,78.75,8.83,7.69,93.501,659.0
KASTAMONU,SEYDILER,Bugday (Durum) Kuru,   160,8.96,13.9,4.32,72.5,55.58,7.92,7.9,89.299,1036.0
KASTAMONU,SEYDILER,Bugday (Durum) Sulu,   250,8.96,13.9,4.32,72.5,55.58,7.92,7.9,89.299,1036.0
KASTAMONU,SEYDILER,Bugday (Diger) Kuru,   160,8.96,13.9,4.32,72.5,55.58,7.92,7.9,89.299,1036.0
KASTAMONU,SEYDILER,Bugday (Diger) Sulu,   250,8.96,13.9,4.32,72.5,55.58,7.92,7.9,89.299,1036.0
KASTAMONU,SENPAZAR,Bugday (Durum) Kuru,   150,9.83,13.73,5.88,77.25,97.5,9.17,7.73,96.737,380.0
KASTAMONU,SENPAZAR,Bugday (Durum) Sulu,   250,9.83,13.73,5.88,77.25,97.5,9.17,7.73,96.737,380.0
KASTAMONU,SENPAZAR,Bugday (Diger) Kuru,   150,9.83,13.73,5.88,77.25,97.5,9.17,7.73,96.737,380.0
KASTAMONU,SENPAZAR,Bugday (Diger) Sulu,   250,9.83,13.73,5.88,77.25,97.5,9.17,7.73,96.737,380.0
KASTAMONU,TASKOPRU,Bugday (Durum) Kuru,   150,11.29,16.52,6.32,66.17,51.75,7.5,7.94,94.717,553.0
KASTAMONU,TASKOPRU,Bugday (Durum) Sulu,   250,11.29,16.52,6.32,66.17,51.75,7.5,7.94,94.717,553.0
KASTAMONU,TASKOPRU,Bugday (Diger) Kuru,   150,11.29,16.52,6.32,66.17,51.75,7.5,7.94,94.717,553.0
KASTAMONU,TASKOPRU,Bugday (Diger) Sulu,   250,11.29,16.52,6.32,66.17,51.75,7.5,7.94,94.717,553.0
KASTAMONU,TOSYA,Bugday (Durum) Kuru,   120,10.78,15.41,6.44,64.75,65.5,8.17,8.26,91.17,866.0
KASTAMONU,TOSYA,Bugday (Durum) Sulu,   140,10.78,15.41,6.44,64.75,65.5,8.17,8.26,91.17,866.0
KASTAMONU,TOSYA,Bugday (Diger) Kuru,   120,10.78,15.41,6.44,64.75,65.5,8.17,8.26,91.17,866.0
KASTAMONU,TOSYA,Bugday (Diger) Sulu,   140,10.78,15.41,6.44,64.75,65.5,8.17,8.26,91.17,866.0
KAYSERI,KOCASINAN,Bugday (Durum) Kuru,   150,10.53,16.2,4.91,56.33,47.0,6.17,8.97,89.114,1053.0
KAYSERI,KOCASINAN,Bugday (Durum) Sulu,   350,10.53,16.2,4.91,56.33,47.0,6.17,8.97,89.114,1053.0
KAYSERI,KOCASINAN,Bugday (Diger) Kuru,   150,10.53,16.2,4.91,56.33,47.0,6.17,8.97,89.114,1053.0
KAYSERI,KOCASINAN,Bugday (Diger) Sulu,   350,10.53,16.2,4.91,56.33,47.0,6.17,8.97,89.114,1053.0
KAYSERI,MELIKGAZI,Bugday (Durum) Kuru,   185,10.53,16.2,4.91,56.33,47.0,6.17,8.97,89.038,1060.0
KAYSERI,MELIKGAZI,Bugday (Durum) Sulu,   340,10.53,16.2,4.91,56.33,47.0,6.17,8.97,89.038,1060.0
KAYSERI,MELIKGAZI,Bugday (Diger) Kuru,   185,10.53,16.2,4.91,56.33,47.0,6.17,8.97,89.038,1060.0
KAYSERI,MELIKGAZI,Bugday (Diger) Sulu,   340,10.53,16.2,4.91,56.33,47.0,6.17,8.97,89.038,1060.0
KAYSERI,AKKISLA,Bugday (Durum) Kuru,   230,7.14,13.01,1.17,58.33,38.0,5.58,8.73,85.787,1365.0
KAYSERI,AKKISLA,Bugday (Durum) Sulu,   300,7.14,13.01,1.17,58.33,38.0,5.58,8.73,85.787,1365.0
KAYSERI,AKKISLA,Bugday (Diger) Kuru,   230,7.14,13.01,1.17,58.33,38.0,5.58,8.73,85.787,1365.0
KAYSERI,AKKISLA,Bugday (Diger) Sulu,   300,7.14,13.01,1.17,58.33,38.0,5.58,8.73,85.787,1365.0
KAYSERI,BUNYAN,Bugday (Durum) Kuru,   200,8.12,14.05,2.09,59.33,45.92,6.25,8.73,86.238,1322.0
KAYSERI,BUNYAN,Bugday (Durum) Sulu,   355,8.12,14.05,2.09,59.33,45.92,6.25,8.73,86.238,1322.0
KAYSERI,BUNYAN,Bugday (Diger) Kuru,   200,8.12,14.05,2.09,59.33,45.92,6.25,8.73,86.238,1322.0
KAYSERI,BUNYAN,Bugday (Diger) Sulu,   350,8.12,14.05,2.09,59.33,45.92,6.25,8.73,86.238,1322.0
KAYSERI,DEVELI,Bugday (Durum) Kuru,   200,8.71,14.28,3.15,55.5,44.0,5.92,8.77,86.967,1253.0
KAYSERI,DEVELI,Bugday (Durum) Sulu,   330,8.71,14.28,3.15,55.5,44.0,5.92,8.77,86.967,1253.0
KAYSERI,DEVELI,Bugday (Diger) Kuru,   200,8.71,14.28,3.15,55.5,44.0,5.92,8.77,86.967,1253.0
KAYSERI,DEVELI,Bugday (Diger) Sulu,   330,8.71,14.28,3.15,55.5,44.0,5.92,8.77,86.967,1253.0
KAYSERI,FELAHIYE,Bugday (Durum) Kuru,   185,9.05,15.16,2.77,55.58,39.67,5.42,9.28,86.27,1319.0
KAYSERI,FELAHIYE,Bugday (Durum) Sulu,   235,9.05,15.16,2.77,55.58,39.67,5.42,9.28,86.27,1319.0
KAYSERI,FELAHIYE,Bugday (Diger) Kuru,   185,9.05,15.16,2.77,55.58,39.67,5.42,9.28,86.27,1319.0
KAYSERI,FELAHIYE,Bugday (Diger) Sulu,   235,9.05,15.16,2.77,55.58,39.67,5.42,9.28,86.27,1319.0
KAYSERI,HACILAR,Bugday (Durum) Kuru,   130,9.53,15.2,3.76,55.33,47.0,6.17,8.97,85.944,1350.0
KAYSERI,HACILAR,Bugday (Durum) Sulu,   350,9.53,15.2,3.76,55.33,47.0,6.17,8.97,85.944,1350.0
KAYSERI,HACILAR,Bugday (Diger) Kuru,   130,9.53,15.2,3.76,55.33,47.0,6.17,8.97,85.944,1350.0
KAYSERI,HACILAR,Bugday (Diger) Sulu,   350,9.53,15.2,3.76,55.33,47.0,6.17,8.97,85.944,1350.0
KAYSERI,INCESU,Bugday (Durum) Kuru,   150,10.67,16.69,4.65,53.25,35.33,5.25,9.18,100.832,40.0
KAYSERI,INCESU,Bugday (Durum) Sulu,   350,10.67,16.69,4.65,53.25,35.33,5.25,9.18,100.832,40.0
KAYSERI,INCESU,Bugday (Diger) Kuru,   150,10.67,16.69,4.65,53.25,35.33,5.25,9.18,100.832,40.0
KAYSERI,INCESU,Bugday (Diger) Sulu,   350,10.67,16.69,4.65,53.25,35.33,5.25,9.18,100.832,40.0
KAYSERI,OZVATAN,Bugday (Durum) Kuru,   175,8.8,14.83,2.63,56.42,39.83,5.58,9.01,86.48,1299.0
KAYSERI,OZVATAN,Bugday (Durum) Sulu,   200,8.8,14.83,2.63,56.42,39.83,5.58,9.01,86.48,1299.0
KAYSERI,OZVATAN,Bugday (Diger) Kuru,   175,8.8,14.83,2.63,56.42,39.83,5.58,9.01,86.48,1299.0
KAYSERI,OZVATAN,Bugday (Diger) Sulu,   200,8.8,14.83,2.63,56.42,39.83,5.58,9.01,86.48,1299.0
KAYSERI,PINARBASI,Bugday (Durum) Kuru,   150,7.35,12.69,1.9,60.17,40.92,6.08,8.45,84.181,1520.0
KAYSERI,PINARBASI,Bugday (Durum) Sulu,   300,7.35,12.69,1.9,60.17,40.92,6.08,8.45,84.181,1520.0
KAYSERI,PINARBASI,Bugday (Diger) Kuru,   150,7.35,12.69,1.9,60.17,40.92,6.08,8.45,84.181,1520.0
KAYSERI,PINARBASI,Bugday (Diger) Sulu,   300,7.35,12.69,1.9,60.17,40.92,6.08,8.45,84.181,1520.0
KAYSERI,SARIOGLAN,Bugday (Durum) Kuru,   180,10.16,16.12,4.13,58.25,39.83,5.67,8.82,88.109,1146.0
KAYSERI,SARIOGLAN,Bugday (Durum) Sulu,   340,10.16,16.12,4.13,58.25,39.83,5.67,8.82,88.109,1146.0
KAYSERI,SARIOGLAN,Bugday (Diger) Kuru,   180,10.16,16.12,4.13,58.25,39.83,5.67,8.82,88.109,1146.0
KAYSERI,SARIOGLAN,Bugday (Diger) Sulu,   340,10.16,16.12,4.13,58.25,39.83,5.67,8.82,88.109,1146.0
KAYSERI,SARIZ,Bugday (Durum) Kuru,   202,7.02,11.77,2.19,60.5,49.17,6.5,8.32,83.669,1570.0
KAYSERI,SARIZ,Bugday (Durum) Sulu,   282,7.02,11.77,2.19,60.5,49.17,6.5,8.32,83.669,1570.0
KAYSERI,SARIZ,Bugday (Diger) Kuru,   202,7.02,11.77,2.19,60.5,49.17,6.5,8.32,83.669,1570.0
KAYSERI,SARIZ,Bugday (Diger) Sulu,   282,7.02,11.77,2.19,60.5,49.17,6.5,8.32,83.669,1570.0
KAYSERI,TALAS,Bugday (Durum) Kuru,   130,10.31,15.95,4.7,57.5,47.0,6.17,8.97,88.088,1148.0
KAYSERI,TALAS,Bugday (Durum) Sulu,   200,10.31,15.95,4.7,57.5,47.0,6.17,8.97,88.088,1148.0
KAYSERI,TALAS,Bugday (Diger) Kuru,   130,10.31,15.95,4.7,57.5,47.0,6.17,8.97,88.088,1148.0
KAYSERI,TALAS,Bugday (Diger) Sulu,   200,10.31,15.95,4.7,57.5,47.0,6.17,8.97,88.088,1148.0
KAYSERI,TOMARZA,Bugday (Durum) Kuru,   200,9.75,15.18,4.22,59.08,46.0,6.08,8.51,86.154,1330.0
KAYSERI,TOMARZA,Bugday (Durum) Sulu,   300,9.75,15.18,4.22,59.08,46.0,6.08,8.51,86.154,1330.0
KAYSERI,TOMARZA,Bugday (Diger) Kuru,   200,9.75,15.18,4.22,59.08,46.0,6.08,8.51,86.154,1330.0
KAYSERI,TOMARZA,Bugday (Diger) Sulu,   300,9.75,15.18,4.22,59.08,46.0,6.08,8.51,86.154,1330.0
KAYSERI,YAHYALI,Bugday (Durum) Kuru,   220,9.09,14.15,4.17,58.92,54.25,6.83,8.87,87.424,1210.0
KAYSERI,YAHYALI,Bugday (Durum) Sulu,   380,9.09,14.15,4.17,58.92,54.25,6.83,8.87,87.424,1210.0
KAYSERI,YAHYALI,Bugday (Diger) Kuru,   220,9.09,14.15,4.17,58.92,54.25,6.83,8.87,87.424,1210.0
KAYSERI,YAHYALI,Bugday (Diger) Sulu,   380,9.09,14.15,4.17,58.92,54.25,6.83,8.87,87.424,1210.0
KAYSERI,YESILHISAR,Bugday (Durum) Kuru,   170,11.02,17.25,4.92,53.75,35.25,5.25,9.32,86.154,1330.0
KAYSERI,YESILHISAR,Bugday (Durum) Sulu,   380,11.02,17.25,4.92,53.75,35.25,5.25,9.32,86.154,1330.0
KAYSERI,YESILHISAR,Bugday (Diger) Kuru,   170,11.02,17.25,4.92,53.75,35.25,5.25,9.32,86.154,1330.0
KAYSERI,YESILHISAR,Bugday (Diger) Sulu,   380,11.02,17.25,4.92,53.75,35.25,5.25,9.32,86.154,1330.0
KIRKLARELI,MERKEZ,Bugday (Durum) Kuru,   378,13.44,18.19,8.83,68.92,53.33,5.83,8.21,98.366,243.0
KIRKLARELI,MERKEZ,Bugday (Durum) Sulu,   432,13.44,18.19,8.83,68.92,53.33,5.83,8.21,98.366,243.0
KIRKLARELI,MERKEZ,Bugday (Diger) Kuru,   378,13.44,18.19,8.83,68.92,53.33,5.83,8.21,98.366,243.0
KIRKLARELI,MERKEZ,Bugday (Diger) Sulu,   432,13.44,18.19,8.83,68.92,53.33,5.83,8.21,98.366,243.0
KIRKLARELI,BABAESKI,Bugday (Durum) Kuru,   410,14.47,19.62,9.39,66.5,50.0,5.08,8.57,100.586,60.0
KIRKLARELI,BABAESKI,Bugday (Durum) Sulu,   460,14.47,19.62,9.39,66.5,50.0,5.08,8.57,100.586,60.0
KIRKLARELI,BABAESKI,Bugday (Diger) Kuru,   410,14.47,19.62,9.39,66.5,50.0,5.08,8.57,100.586,60.0
KIRKLARELI,BABAESKI,Bugday (Diger) Sulu,   460,14.47,19.62,9.39,66.5,50.0,5.08,8.57,100.586,60.0
KIRKLARELI,KOFCAZ,Bugday (Durum) Kuru,   350,11.97,16.35,7.77,71.92,68.92,7.55,7.55,95.856,455.0
KIRKLARELI,KOFCAZ,Bugday (Durum) Sulu,   420,11.97,16.35,7.77,71.92,68.92,7.55,7.55,95.856,455.0
KIRKLARELI,KOFCAZ,Bugday (Diger) Kuru,   350,11.97,16.35,7.77,71.92,68.92,7.55,7.55,95.856,455.0
KIRKLARELI,KOFCAZ,Bugday (Diger) Sulu,   420,11.97,16.35,7.77,71.92,68.92,7.55,7.55,95.856,455.0
KIRKLARELI,LULEBURGAZ,Bugday (Durum) Kuru,   432,14.26,19.23,9.42,67.5,48.42,5.08,8.52,100.955,30.0
KIRKLARELI,LULEBURGAZ,Bugday (Durum) Sulu,   500,14.26,19.23,9.42,67.5,48.42,5.08,8.52,100.955,30.0
KIRKLARELI,LULEBURGAZ,Bugday (Diger) Kuru,   432,14.26,19.23,9.42,67.5,48.42,5.08,8.52,100.955,30.0
KIRKLARELI,LULEBURGAZ,Bugday (Diger) Sulu,   500,14.26,19.23,9.42,67.5,48.42,5.08,8.52,100.955,30.0
KIRKLARELI,PEHLIVANKOY,Bugday (Durum) Kuru,   378,14.53,19.77,9.35,66.25,56.25,5.42,8.38,101.017,25.0
KIRKLARELI,PEHLIVANKOY,Bugday (Durum) Sulu,   486,14.53,19.77,9.35,66.25,56.25,5.42,8.38,101.017,25.0
KIRKLARELI,PEHLIVANKOY,Bugday (Diger) Kuru,   378,14.53,19.77,9.35,66.25,56.25,5.42,8.38,101.017,25.0
KIRKLARELI,PEHLIVANKOY,Bugday (Diger) Sulu,   486,14.53,19.77,9.35,66.25,56.25,5.42,8.38,101.017,25.0
KIRKLARELI,PINARHISAR,Bugday (Durum) Kuru,   378,13.38,17.96,8.95,70.75,58.83,6.33,7.9,98.847,203.0
KIRKLARELI,PINARHISAR,Bugday (Durum) Sulu,   450,13.38,17.96,8.95,70.75,58.83,6.33,7.9,98.847,203.0
KIRKLARELI,PINARHISAR,Bugday (Diger) Kuru,   378,13.38,17.96,8.95,70.75,58.83,6.33,7.9,98.847,203.0
KIRKLARELI,PINARHISAR,Bugday (Diger) Sulu,   450,13.38,17.96,8.95,70.75,58.83,6.33,7.9,98.847,203.0
KIRKLARELI,VIZE,Bugday (Durum) Kuru,   378,13.05,16.81,9.33,74.08,57.83,6.17,8.02,99.27,168.0
KIRKLARELI,VIZE,Bugday (Durum) Sulu,   540,13.05,16.81,9.33,74.08,57.83,6.17,8.02,99.27,168.0
KIRKLARELI,VIZE,Bugday (Diger) Kuru,   378,13.05,16.81,9.33,74.08,57.83,6.17,8.02,99.27,168.0
KIRKLARELI,VIZE,Bugday (Diger) Sulu,   540,13.05,16.81,9.33,74.08,57.83,6.17,8.02,99.27,168.0
KIRSEHIR,MERKEZ,Bugday (Durum) Kuru,   195,11.67,17.35,5.9,52.58,36.0,5.25,9.43,89.78,992.0
KIRSEHIR,MERKEZ,Bugday (Durum) Sulu,   320,11.67,17.35,5.9,52.58,36.0,5.25,9.43,89.78,992.0
KIRSEHIR,MERKEZ,Bugday (Diger) Kuru,   200,11.67,17.35,5.9,52.58,36.0,5.25,9.43,89.78,992.0
KIRSEHIR,MERKEZ,Bugday (Diger) Sulu,   320,11.67,17.35,5.9,52.58,36.0,5.25,9.43,89.78,992.0
KIRSEHIR,AKCAKENT,Bugday (Durum) Kuru,   175,10.38,16.16,4.64,53.92,34.25,4.75,9.53,85.62,1381.0
KIRSEHIR,AKCAKENT,Bugday (Durum) Sulu,   320,10.38,16.16,4.64,53.92,34.25,4.75,9.53,85.62,1381.0
KIRSEHIR,AKCAKENT,Bugday (Diger) Kuru,   175,10.38,16.16,4.64,53.92,34.25,4.75,9.53,85.62,1381.0
